name,type,start_time,duration,"value"
"SMBus","v1frame",7.32998475,0.00060975,"Byte \x97 ACK"
"SMBus","v1frame",7.3305945,0.000605375,"PEC 4 OK"
"SMBus","v1frame",7.3312355,0.00005,""
"SMBus","v1frame",7.331416875,0.0000045,""
"SMBus","v1frame",7.331432375,0.000605,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.332054625,0.000621125,"Command z"
"SMBus","v1frame",7.332773,0.000637,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.33341,0.001209,"Word \0 ACK"
"SMBus","v1frame",7.334619,0.00060525,"PEC c OK"
"SMBus","v1frame",7.33525975,0.0000505,""
"SMBus","v1frame",7.535557875,0.0000045,""
"SMBus","v1frame",7.535573375,0.000605125,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",7.5361785,0.000631375,"Command \xA4"
"SMBus","v1frame",7.536906625,0.000637375,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",7.537544,0.000585625,"Byte count \x04"
"SMBus","v1frame",7.538129625,0.000622875,"Byte \0 ACK"
"SMBus","v1frame",7.5387525,0.00062275,"Byte \0 ACK"
"SMBus","v1frame",7.53937525,0.000614,"Byte \x01 ACK"
"SMBus","v1frame",7.53998925,0.000623125,"Byte R ACK"
"SMBus","v1frame",7.540612375,0.000605375,"PEC a OK"
"SMBus","v1frame",7.541253375,0.0000505,""
"SMBus","v1frame",7.5414345,0.0000045,""
"SMBus","v1frame",7.54145,0.000605125,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.54207225,0.000621125,"Command z"
"SMBus","v1frame",7.542790875,0.000636625,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.5434275,0.001222,"Word @ ACK"
"SMBus","v1frame",7.5446495,0.00059175,"PEC \xA4 OK"
"SMBus","v1frame",7.545276875,0.00005025,""
"SMBus","v1frame",7.745492875,0.0000045,""
"SMBus","v1frame",7.745508375,0.000605125,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",7.7461135,0.0006315,"Command \xA4"
"SMBus","v1frame",7.746841625,0.0006375,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",7.747479125,0.0005855,"Byte count \x04"
"SMBus","v1frame",7.748064625,0.000622875,"Byte \0 ACK"
"SMBus","v1frame",7.7486875,0.000614,"Byte \0 ACK"
"SMBus","v1frame",7.7493015,0.000622875,"Byte \x01 ACK"
"SMBus","v1frame",7.749924375,0.000636625,"Byte \x17 ACK"
"SMBus","v1frame",7.750561,0.000591875,"PEC \xBD OK"
"SMBus","v1frame",7.7511885,0.00005025,""
"SMBus","v1frame",7.75137,0.0000045,""
"SMBus","v1frame",7.7513855,0.000605,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.75200775,0.000621125,"Command z"
"SMBus","v1frame",7.75272625,0.000628,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.75335425,0.001230625,"Word @ ACK"
"SMBus","v1frame",7.754584875,0.00059175,"PEC \xA4 OK"
"SMBus","v1frame",7.75521225,0.0000505,""
"SMBus","v1frame",7.955498125,0.0000045,""
"SMBus","v1frame",7.955513625,0.000605,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",7.956118625,0.000631375,"Command \xA4"
"SMBus","v1frame",7.956847,0.00063725,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",7.95748425,0.000585625,"Byte count \x04"
"SMBus","v1frame",7.958069875,0.00062275,"Byte \0 ACK"
"SMBus","v1frame",7.958692625,0.000614,"Byte \0 ACK"
"SMBus","v1frame",7.959306625,0.000636375,"Byte \0 ACK"
"SMBus","v1frame",7.959943,0.000609625,"Byte \xE4 ACK"
"SMBus","v1frame",7.960552625,0.000605125,"PEC \x7F OK"
"SMBus","v1frame",7.961193375,0.00005,""
"SMBus","v1frame",7.96137475,0.0000045,""
"SMBus","v1frame",7.96139025,0.000605125,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.962012625,0.000621125,"Command z"
"SMBus","v1frame",7.962731,0.000628125,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",7.963359125,0.001230625,"Word @ ACK"
"SMBus","v1frame",7.96458975,0.00059175,"PEC \xA4 OK"
"SMBus","v1frame",7.965217125,0.0000505,""
"SMBus","v1frame",8.16558175,0.0000045,""
"SMBus","v1frame",8.16559725,0.000605125,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.166202375,0.0006315,"Command \xA4"
"SMBus","v1frame",8.1669305,0.000637375,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.167567875,0.000585625,"Byte count \x04"
"SMBus","v1frame",8.1681535,0.000573125,"Byte \0 ACK"
"SMBus","v1frame",8.168726625,0.00061425,"Byte \0 ACK"
"SMBus","v1frame",8.169340875,0.000636125,"Byte \0 ACK"
"SMBus","v1frame",8.169977,0.00062325,"Byte \xB1 ACK"
"SMBus","v1frame",8.17060025,0.00059175,"PEC \xD3 OK"
"SMBus","v1frame",8.171227625,0.00005025,""
"SMBus","v1frame",8.171408625,0.0000045,""
"SMBus","v1frame",8.171424125,0.000605125,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.172046375,0.000621125,"Command z"
"SMBus","v1frame",8.172765,0.00064475,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.17340975,0.001263625,"Word @ ACK"
"SMBus","v1frame",8.174673375,0.000591625,"PEC \xA4 OK"
"SMBus","v1frame",8.175300625,0.0000505,""
"SMBus","v1frame",8.375583875,0.0000045,""
"SMBus","v1frame",8.375599375,0.000605125,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.3762045,0.000631375,"Command \xA4"
"SMBus","v1frame",8.37693275,0.0006375,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.37757025,0.0005855,"Byte count \x04"
"SMBus","v1frame",8.37815575,0.00062275,"Byte \0 ACK"
"SMBus","v1frame",8.3787785,0.000618375,"Byte \0 ACK"
"SMBus","v1frame",8.379396875,0.000632125,"Byte \0 ACK"
"SMBus","v1frame",8.380029,0.00060925,"Byte \x8E ACK"
"SMBus","v1frame",8.38063825,0.000605,"PEC n OK"
"SMBus","v1frame",8.381278875,0.00005025,""
"SMBus","v1frame",8.381460375,0.0000045,""
"SMBus","v1frame",8.381475875,0.000605125,"Write address \x0B ACK Protocol=Read word"
